	fdr_q_value	p_value	genes	description	observed	total	expected	enrichment	log_q
HP:0002151	3.8776895152744544e-30	4.3244000393380775e-34	DNAJC19;MTFMT;MTFMT;MRPS34;LYRM7;SUCLG1;NFS1;AIFM1;AIFM1;LONP1;COX5A;TXN2;TXN2;COX10;COX15;PNPLA8;ATPAF2;CYC1;COX20;EARS2;PET100;PET100;HIBCH;DLD;NDUFAF2;TSFM;LRPPRC;LRPPRC;TACO1;WARS2;WARS2;PITRM1;FARS2;MPC1;COQ2;GOT2;HTRA2;HSD17B10;COX14;NDUFA11;GFM1;MDH2;MIPEP;MRPS28;NDUFA2;NDUFA8;NDUFA9;NDUFA9;NDUFB8;NDUFB8;NDUFB9;NDUFC2;NDUFS1;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFS4;NDUFS8;NDUFV2;OCRL;OGDH;PC;PDHA1;PDHA1;PDHA1;TIMM22;NAXE;NDUFAF5;NDUFS7;TMEM70;RMND1;DARS2;PNPO;PNPO;MRPL12;FDX2;SDHA;SDHA;SDHB;FOXRED1;FASTKD2;TARS2;PUS1;NDUFA12;SURF1;SURF1;SURF1;SURF1;TK2;ISCU;PDSS1;TUFM;UQCRC2;TWNK;TWNK;TWNK;TWNK;TWNK;CHCHD10;CHCHD10;MRPL44;MRPS22;COQ9;PDSS2;PDSS2;ISCA1;PDHX	Increased Serum Lactate	109	219	31.662081242919566	3.4426037620118586	29.411426967614517
HP:0002490	6.130765376803314e-23	1.3674061284271917e-26	MTFMT;MTFMT;MRPS34;SUCLG1;SUCLG1;AIFM1;AIFM1;LONP1;TXN2;TXN2;COX10;COX15;COX20;PET100;PET100;NDUFAF2;NDUFAF2;LRPPRC;LRPPRC;TACO1;HTRA2;HSD17B10;COX14;NDUFA11;GFM1;MDH2;NDUFAF4;NDUFA2;NDUFA6;NDUFA8;NDUFA9;NDUFB8;NDUFB8;NDUFB9;NDUFS1;NDUFS1;NDUFS2;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFV1;NDUFS4;NDUFS4;NDUFS4;NDUFS6;NDUFS8;NDUFS8;NDUFV2;NDUFV2;PDHA1;PDHA1;PDHA1;NAXE;NDUFB11;NDUFAF5;NDUFAF5;NDUFAF5;NDUFS7;NDUFS7;RMND1;DARS2;SDHA;FOXRED1;FOXRED1;NUBPL;NDUFA12;SURF1;SURF1;SURF1;PDHX	Increased Csf Lactate	72	129	18.650267033500565	3.86053453661923	22.212485303919966
HP:0003128	2.8046761039542e-21	9.383325874721311e-25	MRPS34;LYRM7;ATP5F1D;BCKDHA;BCKDHB;SUCLG1;SUCLG1;SUCLA2;COX10;TKFC;TKFC;PNPLA8;ATPAF2;CYC1;EARS2;PET100;DBT;DLAT;DLD;DLD;NDUFAF2;TSFM;LRPPRC;LRPPRC;WARS2;WARS2;FARS2;MPC1;COQ2;NFU1;HSD17B10;HSD17B10;HSD17B10;HADHA;HADHB;HADH;USP18;ELAC2;NDUFA11;NDUFA11;COA6;BOLA3;MIPEP;NDUFAF4;NDUFA6;NDUFA8;NDUFB9;NDUFS1;NDUFS1;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFS4;NDUFS6;NDUFS6;NDUFS8;NDUFV2;NDUFV2;GATC;PC;PCCA;PCCB;PDHB;PDHB;GATB;PHKB;NAXE;NDUFB11;NDUFAF5;NDUFAF5;NDUFS7;TMEM70;RMND1;QRSL1;SDHD;FOXRED1;FOXRED1;NUBPL;PUS1;PUS1;PMPCA;SURF1;MLYCD;TK2;ISCU;TUFM;COQ9;PDHX;PDHX	Lactic Acidosis	91	200	28.91514268759778	3.1471399253731343	20.552117285704597
HP:0001943	2.3203190220154557e-17	1.0350480749483465e-20	ACADM;ACADM;AGL;AGL;ATP5F1D;BCKDHA;BCKDHB;SUCLG1;SUCLG1;SUCLG1;ACSF3;NFS1;CPT1A;CPT2;DBT;DLD;DLD;NDUFAF2;LRPPRC;EHHADH;MRPS2;ETFA;ETFB;ETFDH;WARS2;FAH;PTF1A;MTOR;MPC1;GALT;GCDH;GHR;GHR;GHSR;HSD17B10;HSD17B10;HADHA;FOXA2;NDUFA11;TRMT10A;IGF1;KCNJ11;MRPS28;NDUFAF4;NDUFA6;NDUFA6;NDUFB9;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS4;NDUFS6;NDUFS8;NDUFV2;GATC;OTX2;PC;PCCA;PCCA;PCCB;PCCB;GATB;NDUFB11;NDUFAF5;PPP2R5D;PPP2R5D;NDUFS7;PTEN;RNF125;PROKR2;PNPO;PNPO;QRSL1;FOXRED1;FOXRED1;NUBPL;MCCC2;MCCC2;MLYCD;NNT;UQCRC2;MCCC1;MCCC1	Hypoglycemia	85	200	28.91514268759778	2.9396361940298505	16.634452299602266
HP:0002415	5.349022655241461e-16	2.98261550978112e-19	ABAT;ACOX1;MTFMT;PEX16;COX15;PET100;NDUFAF2;NDUFAF2;TACO1;GLRX5;GLRX5;NADK2;NADK2;POLR3A;POLR3A;POLR3A;HSPD1;NDUFA11;BOLA3;NDUFAF4;NDUFA2;NDUFA6;NDUFA9;NDUFB8;NDUFB9;NDUFS1;NDUFS1;NDUFS1;NDUFS2;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFV1;NDUFS4;NDUFS4;NDUFS4;NDUFS6;NDUFS8;NDUFS8;NDUFV2;NDUFV2;PC;PDHA1;NDUFB11;NDUFAF5;NDUFAF5;NDUFS7;NDUFS7;SDHA;SDHB;FOXRED1;FOXRED1;NUBPL;NUBPL;SLC16A2;IFIH1;NDUFA12;SURF1;SURF1;TUFM;EXOSC5;ISCA1;AIMP2	Leukodystrophy	65	136	19.66229702756649	3.3058192493415275	15.271725562690976
HP:0001639	1.1127654437540753e-14	7.445737328565241e-18	FKBP6;MTFMT;SUCLG1;NFS1;COX7B;COX15;CPT1A;TKFC;ATPAF2;PET100;GPR101;DLD;NDUFAF2;NDUFAF2;LRPPRC;TACO1;FAH;TMEM126A;TXNRD2;FXN;PPA2;COQ2;MYPN;MYPN;ATP5MK;HSD17B10;HSD17B10;HSD17B10;HADHA;HADH;HADH;HCCS;COX14;ELAC2;NDUFA11;NDUFA11;COA6;KCNJ8;KCNJ11;BOLA3;MC2R;MIPEP;NDUFAF4;NDUFAF4;NDUFA2;NDUFA2;NDUFA6;NDUFA9;NDUFB8;NDUFB9;NDUFS1;NDUFS1;NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFV1;NDUFS4;NDUFS4;NDUFS6;NDUFS8;NDUFS8;NDUFS8;NDUFV2;NDUFV2;NDUFV2;NF1;NF1;NF1;OPA1;PDHA1;NDUFB11;NDUFB11;NDUFAF5;NDUFAF5;TAPT1;PPARG;PPARG;NDUFS7;NDUFS7;TMEM70;TMEM70;QRSL1;SDHA;SDHA;SDHA;SDHB;SDHD;FOXRED1;FOXRED1;FOXRED1;FASTKD2;NUBPL;IFIH1;NDUFA12;SURF1;SURF1;SURF1;SYNE2;TAFAZZIN;MLX;MRAP;NNT;UQCRFS1;MRPL44;MRPS22	Hypertrophic Cardiomyopathy	109	317	45.83050115984248	2.3783287819577192	13.95359636955442
HP:0011923	5.415746552893618e-13	4.2277490654907247e-16	SUCLG1;SUCLG1;TXN2;TXN2;EARS2;NDUFAF2;TSFM;MRPS23;NDUFA11;GFM1;NDUFAF4;NDUFA6;NDUFA8;NDUFB9;NDUFC2;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS4;NDUFS6;NDUFS8;NDUFV2;GATC;TIMM22;NDUFB11;NDUFAF5;NDUFAF5;NDUFS7;PTCD3;QRSL1;MRPL12;FOXRED1;NUBPL;TK2;ISCU	Decreased Activity Of Mitochondrial Complex I	37	60	8.674542806279334	4.26535447761194	12.266341668040651
HP:0002928	5.683406318814773e-12	5.070508592675163e-15	MTFMT;COX15;PET100;DLAT;NDUFAF2;TACO1;GLRX5;GLRX5;NDUFA2;NDUFA9;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS8;NDUFV2;PDHA1;PDHA1;PDHB;NDUFAF5;NDUFS7;SDHA;FOXRED1;NDUFA12;SURF1;PDHX;PDHX	Decreased Activity Of The Pyruvate Dehydrogenase Complex	28	39	5.638452824081567	4.965901262916188	11.24539129420845
HP:0008972	1.8647658108217737e-10	1.8716284484661494e-13	MTFMT;SUCLA2;COX15;PET100;NDUFAF2;TACO1;NFU1;BOLA3;NDUFA2;NDUFA9;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS8;NDUFV2;PDHA1;NDUFAF5;NDUFS7;SDHA;FOXRED1;NDUFA12;SURF1;TK2	Decreased Activity Of Mitochondrial Respiratory Chain	25	35	5.060149970329611	4.940565031982942	9.72937570190037
HP:0003542	1.7498108724620244e-10	1.951389397191953e-13	AIFM1;AIFM1;LONP1;COX10;PNPLA8;NDUFAF2;PITRM1;MPC1;NDUFA11;NDUFAF4;NDUFA6;NDUFB9;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS6;NDUFS8;NDUFV2;PC;PDHA1;NDUFB11;NDUFAF5;NDUFS7;SDHB;FOXRED1;NUBPL;UQCRC2;TWNK;PDHX	Increased Serum Pyruvate	31	51	7.373361385337433	4.204323968393328	9.757008889305038
HP:0001942	4.553112780195067e-10	5.585395403384157e-13	ACADM;ACADM;ACADS;KYNU;CACNA1S;NFS1;COX10;CPT2;PET100;HIBCH;DLD;LRPPRC;EHHADH;PPA2;GALT;GCDH;MCEE;HSD17B10;HSD17B10;HSD17B10;COX14;GFM1;IVD;IVD;COA6;NR3C2;ALDH6A1;MRPS28;NDUFAF4;NDUFA2;NDUFA6;NDUFA9;NDUFB8;NDUFV1;OGDH;PCCA;PCCB;NDUFB11;NDUFS7;PNPO;PNPO;MCCC2;MLYCD;MMAB;TUFM;UQCRC2;MRPS22;PDHX	Metabolic Acidosis	48	108	15.6141770513028	3.0741293532338307	9.341691592123226
HP:0007183	3.981687385762135e-09	5.328454179674988e-12	MTFMT;SUCLG1;COX15;PET100;NDUFAF2;LRPPRC;TACO1;TACO1;COQ2;NDUFA2;NDUFA9;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS4;NDUFS8;NDUFV2;PDHA1;NDUFAF5;NDUFS7;SDHA;FOXRED1;NDUFA12;SURF1;PDSS2	Focal T2 Hyperintense Basal Ganglia Lesion	27	44	6.361331391271511	4.244394504748982	8.39993284073454
HP:0001298	5.201055205091624e-08	7.540283000578913e-11	ACOX1;AMT;ATP5F1A;ATP5F1A;LYRM7;ATP5F1D;FADD;FADD;SUCLG1;SUCLG1;ACSF3;KYNU;COX15;CPT2;CYC1;HIBCH;DLD;NDUFAF2;NDUFAF2;TSFM;FGF12;COQ5;MPC1;GALT;NADK2;COQ2;NDUFA11;NDUFA11;KCNB1;NDUFAF4;NDUFAF4;MTHFR;NDUFA6;NDUFA6;NDUFB9;NDUFS1;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFS4;NDUFS6;NDUFS6;NDUFS8;NDUFV2;NDUFV2;NTRK2;NAXE;NDUFB11;NDUFAF5;NDUFS7;NDUFS7;TMEM70;PNPO;UBA5;UBA5;DHDDS;FOXRED1;NUBPL;TRAK1;TRAK1;NAXD;TBCD;TCF4;TCF4;AMACR;TUFM;TWNK;COQ9	Encephalopathy	69	207	29.9271726816637	2.305597014925373	7.283908536507917
HP:0001254	2.9732994641121506e-07	4.642153730073615e-10	ABAT;ACADM;ACADM;ACADS;ACADS;AMT;LYRM7;ATP5F1D;BCKDHA;BCKDHB;BTD;BTD;EIF2B3;NFS1;CDKN2B;COX5A;CPT1A;CPT1A;CPT2;CPT2;DBT;DDC;DLD;DLD;NDUFAF2;SLC19A2;GALT;NFU1;ATP5MK;HADHA;HADHA;HADHB;HADHB;HADH;USP18;NDUFA11;IVD;KCNJ11;BOLA3;NDUFAF4;MTHFR;MMUT;MMUT;MMUT;NDUFA6;NDUFB9;NDUFS1;NDUFS1;NDUFS2;NDUFS2;NDUFS3;NDUFV1;NDUFV1;NDUFS4;NDUFS4;NDUFS6;NDUFS6;NDUFS8;NDUFV2;PCCA;PCCB;PDHA1;NDUFB11;NDUFAF5;NDUFS7;NDUFS7;PTCH1;PTCH1;PTCH1;PTCH1;ABCD4;RMND1;RPS26;FOXRED1;NUBPL;NAXD;MCCC2;TCN2;TH;MMAB;TWNK;YY1;MCCC1	Lethargy	83	278	40.19204833576091	2.065085096102223	6.52676134741741
HP:0000580	5.374461654554312e-07	8.990400894202595e-10	MKKS;ACOX1;MTFMT;LARGE1;COX7B;COX15;CTNS;CTNS;PET100;MED12;NDUFAF2;TACO1;MFSD8;POLR3A;HADHA;HADHA;HADHA;HADHB;HADHB;HADH;HCCS;CEP19;IDH3B;NDUFA2;NDUFA9;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS8;NDUFV2;PDHA1;NDUFB11;NDUFAF5;NDUFS7;PEX5;RDH5;PANK2;PANK2;SDHA;SDHA;SDHA;SDHB;SDHD;FOXRED1;HKDC1;NDUFA12;SURF1;SURF1;CYP4V2;AMACR;AMACR;TULP1;ISCA1	Pigmentary Retinopathy	55	157	22.698387009764257	2.42307966536743	6.269665031350145
HP:0001332	5.62074369790752e-07	1.0029206999723466e-09	ACADS;DNAJC19;ACOX1;MYORG;PRSS12;MTFMT;MRPS34;ATP7B;CRADD;SUCLG1;SUCLA2;ACSF3;PIGQ;RAB11B;LONP1;PLAA;MED23;MED23;TXN2;B3GALNT2;COX15;SH2B1;SNCAIP;PNPLA8;EARS2;PET100;ALKBH8;HIBCH;HIBCH;C19orf12;IQSEC1;DLD;NDUFAF2;TSFM;TACO1;WARS2;WARS2;RSRC1;FXN;GALT;NADK2;NADK2;GCDH;AFG3L2;AFG3L2;AFG3L2;HTRA2;HTRA2;POLR3A;POLR3A;WDR45;WDR45;HSD17B10;KCNA1;KCNN2;MDH2;ALDH6A1;NDUFAF4;MMUT;MMUT;NDUFA2;NDUFA9;NDUFA9;NDUFB8;NDUFS1;NDUFS1;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFS4;NDUFS8;NDUFS8;NDUFV2;OGDH;PRKN;PRKN;PCCA;PCCB;PDGFB;PDHA1;PDHA1;PDHA1;NDUFAF5;NDUFAF5;NDUFS7;NDUFS7;TTC19;PTS;FBXO31;UBA5;DHDDS;PANK2;PANK2;SDHA;SDHA;SDHB;SDHD;FOXRED1;VPS37A;ARX;ARX;ST3GAL3;SLC6A8;SLC6A8;SLC16A2;SLC20A2;NAXD;SPR;IFIH1;IFIH1;TTBK2;NDUFA12;NDUFA12;SURF1;SURF1;SURF1;VPS13A;TBCD;TSEN2;CYP2U1;CYP2U1;YY1;YY1;COQ9;PDHX	Dystonia	127	498	71.99870529211847	1.7639206078043517	6.250206217788768
HP:0001987	2.4308578583253887e-06	4.6085182994905324e-09	ACADM;ATP5F1D;BTD;BTD;CPT1A;CPT2;CPT2;CPT2;ATPAF2;CYC1;DLD;GOT2;HSD17B10;HADHA;HADHB;HADH;MMUT;MMUT;MMUT;NDUFA6;PCCA;PCCA;PCCB;PCCB;PDHB;TMEM70;TMEM70;MCCC2;MMAB;TUFM;UQCRC2;MCCC1	Hyperammonemia	32	72	10.4094513675352	3.074129353233831	5.614240435294769
HP:0011924	3.818779152699057e-06	7.665665746468497e-09	SUCLG1;SUCLG1;NFS1;TXN2;TXN2;EARS2;TSFM;GFM1;NDUFS4;GATC;TIMM22;QRSL1;TK2;ISCU	Decreased Activity Of Mitochondrial Complex Iii	14	18	2.6023628418838	5.379726368159204	5.418075456980832
HP:0012798	3.886110803666361e-06	8.234203777145183e-09	IFNG;IFNG;TSC1;TSC1;TSC1;TSC1;TSC2;TSC2;TSC2;TSC2	Pulmonary Lymphangiomyomatosis	10	10	1.445757134379889	6.916791044776119	5.410484820634118
HP:0012748	8.023059149699838e-06	1.789463399063196e-08	NDUFAF2;PDCD10;NDUFA11;NDUFAF4;NDUFA6;NDUFB9;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS6;NDUFS8;NDUFV2;NDUFB11;NDUFAF5;NDUFS7;FOXRED1;NUBPL	Focal T2 Hyperintense Brainstem Lesion	19	32	4.6264228300156445	4.1068446828358205	5.095660005966076
HP:0001985	1.0657903441616966e-05	2.49599612215854e-08	AKT2;CPT1A;CPT2;CPT2;CPT2;HADHA;HADHA;HADHA;HADHB;HADHB;HADH;HADH;KCNJ11;DOLK	Hypoketotic Hypoglycemia	14	19	2.746938555321789	5.096582875098193	4.972328218694741
HP:0008347	1.4705211763327611e-05	3.6078360521156174e-08	SUCLG1;SUCLG1;COX5A;COX20;COX20;EARS2;PET100;TSFM;LRPPRC;MRPS23;GFM1;COA6;COA3;GATC;TIMM22;QRSL1;MRPL12;TK2;MRPS25	Decreased Activity Of Mitochondrial Complex Iv	19	33	4.770998543453634	3.9823948439620076	4.832528717026857
HP:0009721	2.0761800175481616e-05	5.3253195498614606e-08	IFNG;IFNG;PTEN;TSC1;TSC1;TSC1;TSC2;TSC2;TSC2	Shagreen Patch	9	9	1.3011814209419	6.91679104477612	4.68273499319432
HP:0008316	7.900533384876125e-05	2.114562297725293e-07	NDUFAF2;AFG3L2;NDUFA11;NDUFAF4;NDUFA6;NDUFB9;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS6;NDUFS8;NDUFV2;NDUFB11;NDUFAF5;NDUFS7;SDHA;FOXRED1;NUBPL	Abnormal Mitochondria In Muscle Tissue	20	39	5.638452824081567	3.5470723306544203	4.102343587407185
HP:0008629	8.30442877101718e-05	2.3152751118036074e-07	MDH2;NF1;SDHAF2;SDHAF2;RET;RET;SDHA;SDHB;SDHB;SDHB;SDHC;SDHC;SDHD;SDHD;SDHD	Pulsatile Tinnitus	15	24	3.469817122511733	4.322994402985075	4.08069023559395
HP:0012120	0.00014902237338066562	4.3209342119965495e-07	SUCLG1;SUCLG1;SUCLA2;SUCLA2;ACSF3;ACSF3;CD320;MCEE;MMUT;ABCD4;TCN2;TCN2;MLYCD;MMAB	Methylmalonic Aciduria	14	22	3.1806656956357555	4.4015943012211665	3.8267485241627086
HP:0001250	0.0001668202691058641	5.023025834569343e-07	CLPP;ABAT;ACADM;ACADS;ACADS;DNAJC19;ACOX1;ACOX1;ACOX1;MYORG;ARHGAP31;ARHGAP31;AKT2;ALPL;ALPL;AMT;ANK1;PEX3;PEX3;PEX3;PEX3;FASLG;CDK10;MTFMT;MTFMT;STS;ATP5F1A;ATP5F1A;ATP5F1D;CRADD;FADD;FADD;BCKDHA;BCKDHB;SUCLG1;SUCLA2;SUCLA2;BMP4;BTD;EIF2B3;AP1S2;CRPPA;NFS1;AIFM1;AIFM1;SLC33A1;LARGE1;LARGE1;LARGE1;RAB11B;CHKB;JAM2;JAM2;PRUNE1;LONP1;PLAA;CLN5;PEX16;PEX16;PEX16;PEX16;TXN2;B3GALNT2;B3GALNT2;COX7B;COX15;MINPP1;MINPP1;CPT1A;CPT1A;CPT2;CPT2;CPT2;CPT2;CPT2;CPT2;SH2B1;SH2B1;HS2ST1;PNPLA8;CTNS;RAPGEF2;PUS3;EARS2;TMEM94;PET100;DBT;GPR101;ALKBH8;HIBCH;TELO2;DHCR7;DHCR7;DLD;DLD;MED12;MED12;MED12;MED12;DNASE1L3;NDUFAF2;NDUFAF2;TPRKB;COQ6;EDN3;TSFM;ANGPTL6;LRPPRC;LRPPRC;SEPSECS;EGF;TACO1;GLRX5;BCKDK;WDR81;F8;WARS2;ZBTB7A;FCGR2B;KAT8;KAT8;TOMM40;PIBF1;SEMA6B;FLI1;FLI1;FMR1;FMR1;FMR1;PTF1A;SLC19A2;ARFGEF2;MTHFS;NPRL2;KLF13;MTOR;FARS2;FARS2;FRG1;PPA2;MPC1;GALT;ERAP1;NADK2;NADK2;GCDH;COQ2;GOT2;HTRA2;GRM1;GRM1;POLR3A;WDR45;WDR45;HSD17B10;HSD17B10;HSD17B10;HADHA;HADHA;HADHB;PDCD10;PDCD10;HCCS;USP18;HMBS;HMBS;FOXA2;GUF1;HSPD1;IDH2;SHANK3;SHANK3;NDUFA11;TRMT10A;TRMT10A;GFM1;IVD;IVD;JARID2;KCNA1;KCNE1;KCNE1;KCNJ2;KCNJ11;KCNJ11;KCNJ11;KCNQ1;KCNQ1;LCA5;BOLA3;MC2R;MDH2;MEF2C;MEF2C;MGAT2;MIPEP;MLH1;MOCS1;MOCS2;NDUFAF4;MTHFD1;MTHFR;MMUT;FGFRL1;NDUFA2;NDUFA2;NDUFA9;NDUFB8;NDUFB8;NDUFC2;NDUFS1;NDUFS1;NDUFS2;NDUFS2;NDUFS3;NDUFV1;NDUFV1;NDUFS4;NDUFS6;NDUFS8;NDUFS8;NDUFV2;NF1;NF1;NF1;NF2;NF2;NFIA;NOS3;NTRK2;OCRL;OCRL;OPA1;OTX2;OTX2;OTX2;PC;PCCA;PCCB;PCNT;PCYT1A;PDGFB;PDHA1;PDHA1;PDHB;PEX7;PEX13;PEX13;PEX13;PEX13;PIK3CA;PIK3CA;PIK3CA;PIK3CA;PRMT7;PRMT7;NAXE;NDUFB11;NDUFB11;NDUFAF5;NDUFAF5;DLL4;PPP2R1A;PPP2R1A;PPP2R5D;FITM2;PRODH;PRODH;RELN;NDUFS7;NDUFS7;PSMD12;PSMD12;PSMD12;PTCH1;PTCH1;PTCH1;PTCH1;PTCH1;PTCH1;PTCH1;PTEN;PTEN;PTEN;PTEN;PTEN;RNF125;PROKR2;PROKR2;PROKR2;PROKR2;PTS;PTS;TMEM70;TMEM70;PEX5;PEX5;PEX5;PEX5;PEX5;RMND1;SRD5A3;RET;DARS2;PNPO;ALG9;ALG9;UBA5;MRPL12;DHDDS;RREB1;RYR2;PANK2;SCN4B;SDHA;SDHA;SDHB;SDHC;SDHD;SDHD;FOXRED1;FOXRED1;ARX;ARX;ARX;ARX;ARX;ARX;ARX;DOLK;FASTKD2;OSGEP;OSGEP;TARS2;WDR37;PEX26;PEX26;PEX26;PEX26;SLC6A8;SLC6A8;RPIA;SLC16A2;SLC20A2;NAXD;SMARCD1;SMS;EXOC2;PRDM16;SNTA1;SOX5;SPATA7;SPAST;SPR;SPR;ZNF423;MCCC2;NRROS;IFIH1;IFIH1;NDUFA12;SURF1;SURF1;SURF1;VPS13A;TCF4;TCF4;TCF4;MLX;TSEN2;MLYCD;THPO;ABCA5;TK2;TGDS;NNT;AMACR;TSC1;TSC1;TSC2;TULP1;HIRA;VLDLR;VLDLR;NMNAT1;TWNK;TWNK;TWNK;TWNK;TWNK;XPA;YY1;MCCC1;MRPS22;LUZP1;KIF15;TRAPPC6B;COQ9;ALDH5A1;ISCA1;AIMP2;EBF3;VARS2;ATP10A;JMJD1C;PDHX;PDHX	Seizure	407	2214	320.0906295517074	1.2715148849249684	3.7777511825590184
HP:0000114	0.00025273540421739434	7.891815900621212e-07	CTNS;NDUFAF2;ETFA;ETFB;ETFDH;NDUFA11;NDUFAF4;NDUFA6;NDUFB9;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS6;NDUFS8;NDUFV2;OCRL;NDUFB11;NDUFAF5;NDUFS7;FOXRED1;NUBPL	Proximal Tubulopathy	23	52	7.517937098775422	3.0593498851894374	3.597333916056961
HP:0002104	0.0002640552845434061	8.539760512723071e-07	ALPL;MTFMT;ATP5F1A;SUCLG1;BTD;BTD;PLAA;PLAA;CLCN7;COX15;MINPP1;CPT2;PET100;DDC;NDUFAF2;NDUFAF2;SEPSECS;TACO1;PIBF1;PIBF1;PTF1A;HTRA2;HSPD1;NDUFA11;KCNJ11;MTHFR;NDUFA2;NDUFA2;NDUFA9;NDUFB8;NDUFS1;NDUFS1;NDUFS2;NDUFS2;NDUFS3;NDUFV1;NDUFV1;NDUFS4;NDUFS4;NDUFS8;NDUFS8;NDUFV2;OPA1;PCCA;PCCB;PDHA1;PEX13;PLCB4;NDUFAF5;NDUFS7;RNF125;PEX5;SCN4A;SCN4A;SDHA;FOXRED1;ZNF423;NDUFA12;SURF1;SURF1;TSEN2;MCCC1	Apnea	62	220	31.806656956357557	1.9492774762550882	3.578305136544829
HP:0001992	0.0002822384918051832	9.442572492645807e-07	BTD;BTD;MPC1;NADK2;PCCA;PCCB;FLAD1;MCCC2;MCCC2;TAFAZZIN;MCCC1	Organic Aciduria	11	15	2.1686357015698334	5.072313432835821	3.5493837572768623
HP:0000740	0.00027380578904007423	9.465796208589607e-07	MDH2;NF1;SDHAF2;RET;RET;SDHA;SDHB;SDHB;SDHB;SDHC;SDHC;SDHD;SDHD;SDHD	Episodic Paroxysmal Anxiety	14	23	3.3252414090737443	4.210220635950681	3.5625573738733896
HP:0006737	0.0002652493581325719	9.465796208589607e-07	MDH2;NF1;SDHAF2;RET;RET;SDHA;SDHB;SDHB;SDHB;SDHC;SDHC;SDHD;SDHD;SDHD	Extraadrenal Pheochromocytoma	14	23	3.3252414090737443	4.210220635950681	3.5763456583590227
HP:0000648	0.0003147796493654205	1.1584396597589915e-06	ACADS;DNAJC19;DNAJC19;ACO2;ACO2;ACOX1;ACOX1;PEX3;PEX3;PEX3;MTFMT;MTFMT;MTFMT;MRPS34;BTD;BTD;EIF2B3;CA4;CRPPA;LARGE1;LARGE1;LARGE1;LARGE1;RAB11B;PRUNE1;PLAA;PLAA;CLCN7;CLCN7;PEX16;PEX16;PEX16;PEX16;TXN2;B3GALNT2;B3GALNT2;COX15;MINPP1;MINPP1;PET100;C19orf12;C19orf12;DHCR7;MFN2;MFN2;MFN2;MFN2;NDUFAF2;NDUFAF2;TSFM;MECR;TACO1;TACO1;GLRX5;GLRX5;WARS2;FGF12;TMEM126A;SLC19A2;SLC19A2;FXN;FXN;MFSD8;AFG3L2;GNA11;POLR3A;POLR3A;POLR3A;WDR45;HSD17B10;HSD17B10;IDH3A;IDH3B;NDUFA11;KCNB1;BOLA3;NDUFAF4;MTHFR;MMUT;MMUT;NDUFA2;NDUFA6;NDUFA9;NDUFB8;NDUFS1;NDUFS1;NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS8;NDUFV2;NDUFV2;NTRK2;NTRK2;OPA1;OPA1;OPA1;OPA1;OPA1;PDHA1;PEX13;PEX13;PEX13;PIK3CA;PIK3CA;NDUFAF5;NDUFAF5;NDUFS7;PEX5;PEX5;PEX5;PTCD3;TMEM53;SRD5A3;MTPAP;MTPAP;DARS2;RP9;RP1;RPGR;UBA5;DHDDS;DHDDS;RREB1;PANK2;PANK2;FDX2;SDHA;SDHA;SDHA;SDHA;FOXRED1;FOXRED1;ARX;OPA3;OPA3;OPA3;OPA3;PEX26;PEX26;PEX26;TRAK1;RPIA;PRDM16;SOX5;SOX5;SPATA7;SPG7;SPG7;NDUFA12;KLHL7;SURF1;SURF1;SURF1;TBCD;TBCD;TK2;PDSS1;TSC1;TSC2;TULP1;HIRA;NMNAT1;TWNK;TWNK;XPA;EXOSC5;LUZP1;UBE3B;JMJD1C;PDHX	Optic Atrophy	175	822	118.84123644602687	1.472552837999782	3.501993352723362
HP:0003201	0.0004283785483480116	1.6242746340841302e-06	ATP5F1D;SUCLG1;CACNA1S;CACNA1S;CPT2;CPT2;CPT2;TSFM;HADHA;HADHA;HADHB;HADHB;PHKB;FDX2;ISCU;AMACR;ANO5	Rhabdomyolysis	17	33	4.770998543453634	3.563195386702849	3.3681722851962665
