	fdr_q_value	p_value	genes	description	observed	total	expected	enrichment	log_q
HP:0009830	0.0020249124477206165	1.242000497653997e-05	TBC1D24;MTFMT;ATP5F1E;KIF1A;KIF1A;SUCLA2;DPM1;SLC5A6;CAPN1;AP1S1;AP1S1;TXN2;MFN2;ECHS1;NDUFA13;TACO1;ERCC6;ERCC6;TIMMDC1;FLII;DNAJC30;LIPT1;MPC1;GARS1;GBE1;GCDH;GJB1;HADHA;HADHA;HADHB;HADH;GTF2H5;KCNJ11;NDUFA2;NDUFA4;NDUFA9;NDUFA10;NDUFS2;NDUFS2;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFV2;NF2;PDHA1;PHYH;RETREG1;NDUFAF5;NDUFS7;SDHA;FOXRED1;HSD3B7;IARS2;SMPD1;SLC46A1;SLC46A1;NDUFA12;PMPCA;SURF1;SURF1;SURF1;SLC19A3;TPI1;PDSS1;WNK1	Peripheral Neuropathy	66	249	35.784431137724546	1.844377510040161	2.693593749878361
HP:0001962	0.00212676902207175	1.3281929880229507e-05	CACNA1S;CACNA1S;CDH2;DLST;CITED2;CITED2;FH;GATA4;GCGR;POLG2;KCNJ11;MDH2;MEN1;PKP2;RET;RET;RET;SCN5A;SCN5A;SDHA;SDHB;SDHB;SDHB;SDHC;SDHC;SDHD;SDHD;SDHD;SDHD;SLC4A3;ISCU;TWNK	Palpitations	32	94	13.508982035928144	2.368794326241135	2.67227967412487
HP:0003688	0.0025706693446724575	1.634082219765028e-05	COX6B1;COX10;COX10;TACO1;MIEF2;COA8;POLG2;POLG2;COA3;NDUFA4;SURF1;TK2;TWNK;TWNK;TWNK	Cytochrome C Oxidase-negative Muscle Fibers	15	30	4.311377245508982	3.4791666666666665	2.589953781396517
HP:0003574	0.0028552886384995905	1.8468466714952187e-05	DLST;FH;MDH2;RET;RET;RET;SDHA;SDHB;SDHB;SDHB;SDHC;SDHD;SDHD;SDHD	Positive Regitine Blocking Test	14	27	3.8802395209580838	3.608024691358025	2.5443499827696368
HP:0008314	0.002914676548794903	1.9177642062997576e-05	NFS1;MIEF2;IBA57;SDHA;SDHB;SDHD;ISCU	Decreased Activity Of Mitochondrial Complex Ii	7	8	1.1497005988023952	6.088541666666667	2.535409633312387
HP:0008936	0.0028676249281665268	1.918785498940466e-05	ADAR;PLA2G6;ASNS;KIF1A;SUCLG1;ACSF3;CDH2;ERCC8;CLCN6;PARS2;DDC;DDX6;EXOSC3;PAM16;ERCC6;ATG7;LIPT1;SPATA5;PDE10A;PDE10A;GDI1;GRIN2D;HTT;CHP1;MICOS13;GFM1;KCNJ11;MDH1;NDUFA1;NDUFC2;NDUFS2;PCBD1;CHMP1A;ALG6;NDUFB11;NHLRC2;PTS;PNPO;PNPO;MRPL12;SDHB;TARS2;SLC6A3;SLC6A3;SLC6A8;SLC16A2;SLC18A2;SLC18A2;SOD1;VPS11;SPR;SPR;SUOX;VAMP2;SLC19A3;TH;SLC39A14;DNAJC12;EBF3;PDHX	Axial Hypotonia	60	223	32.047904191616766	1.8721973094170403	2.542477652962347
HP:0012240	0.002830192684736619	1.9253011460793327e-05	SUCLG1;CACNA1S;CACNA1S;AFG3L2;NDUFA4;SCN4A;SDHA;SURF1;ISCU;CHCHD10;COQ8A	Increased Intramyocellular Lipid Droplets	11	18	2.586826347305389	4.252314814814815	2.5481839959000254
HP:0002913	0.0028983248897789145	2.0039717092259696e-05	CACNA1S;CPT2;CPT2;CPT2;CPT2;DMD;HADHA;HADHB;HADH;HADH;LDHA;PHKA2;ISCU	Myoglobinuria	13	24	3.4491017964071853	3.7690972222222228	2.5378529335889013
HP:0002864	0.0029204430650099475	2.0518335351357946e-05	DLST;FH;MDH2;RET;RET;SDHA;SDHB;SDHB;SDHB;SDHC;SDHD;SDHD	Paraganglioma Of Head And Neck	12	21	3.0179640718562872	3.9761904761904763	2.534551256054327
HP:0011968	0.003224391748866925	2.3013390423495394e-05	ACADS;ACADVL;TBC1D24;PLA2G6;ANK1;PEX3;ASAH1;ASNS;MRPS34;ATP6V1E1;KIF1A;AVPR2;SUCLG1;SUCLG1;FCSK;AP1S2;CDC6;CDC6;RAB11B;EFTUD2;ERCC8;PLAA;PLAA;CLTC;MTO1;TXN2;MPDU1;COX6B1;COX7B;CPT2;PARS2;CTBP1;DDX6;DDX6;DLD;DLD;MAMLD1;EXOSC3;EDN1;NDUFAF1;GLRX5;ERCC6;TIMMDC1;WAC;WAC;TRAPPC4;FOXE1;ATG7;MTHFS;SPATA5;GALK1;AGO2;AGO2;VPS4A;CPLX1;GCDH;PDE10A;NFU1;SRPX2;LIPT2;GTPBP3;GRIN2D;GRIN2D;HADHA;HADHA;HADHB;POLG2;HBB;HBB;HTT;HTT;MICOS13;HNRNPH2;GTF2H5;NDUFA11;GFM1;IBA57;KCNJ11;KCNJ11;MAN2C1;MDH2;MEF2C;ALDH6A1;MOCS2;NDUFAF4;NDUFA1;NDUFA6;NDUFB3;NDUFB3;NDUFB9;NDUFB10;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFS8;NDUFV2;ORC1;ORC4;ORC4;ENPP1;SLC26A4;GMPPB;GMPPB;GMPPB;ALG6;NDUFB11;NDUFB11;EXOSC9;NDUFAF5;NDUFAF5;NDUFS7;AHI1;BCAS3;NHLRC2;PIGG;TRMT10C;CEP120;ABCD4;EMC10;TBL1XR1;NARS2;PNPO;SCN4A;SCN4A;SDHD;FOXRED1;FOXRED1;CNKSR2;NUBPL;SLC1A2;SLC1A2;SLC6A3;SLC6A3;SMARCB1;SMARCB1;LMBRD1;KDM4B;MCCC2;MAPK8IP3;KLHL7;SYT1;SYT1;TH;PALS1;ORC6;ORC6;YWHAG;ZNF148;COQ9;PDSS2;ISCA1;AIMP2	Feeding Difficulties	153	710	102.03592814371257	1.4994718309859156	2.4915521988658598
HP:0003546	0.003560440447647056	2.5808924846331955e-05	ATP5F1D;BCS1L;CPT2;CPT2;DMD;CITED2;CITED2;MIEF2;GATA4;GCDH;GYS1;HADHA;HADHB;POLG2;POLG2;HINT1;LDHA;COA3;PHKA2;GMPPB;GMPPB;SDHA;SURF1;TK2;TK2;ISCU;TWNK;TWNK;TWNK;CHCHD10;CHCHD10;COQ8A;COQ8A	Exercise Intolerance	33	101	14.51497005988024	2.2735148514851486	2.448496273894902
HP:0000852	0.003734071528062102	2.7483965746860572e-05	STX16;STX16;GNAS;GNAS;GNAS;GNAS;GNAS;GNAS;GNAS	Pseudohypoparathyroidism	9	13	1.868263473053892	4.8173076923076925	2.427817367172922
HP:0003487	0.0038580237686421845	2.882654092773797e-05	ACOX1;ADAR;PLA2G6;GBA2;GBA2;GBA2;KIF1A;KIF1A;KIF1A;CAPN1;CAPN1;AIFM1;PLAA;PARS2;COX20;DDC;C19orf12;C19orf12;C19orf12;C19orf12;MFN2;MFN2;DLAT;DMD;SEPSECS;BSCL2;BSCL2;BSCL2;GLRX5;GLRX5;ERCC6;STUB1;STUB1;SIGMAR1;REEP2;GFM2;ERLIN1;AP4B1;AP4B1;GDI1;GJB1;GJB1;AFG3L2;AFG3L2;GPT2;HADHA;HADHB;HTT;CHP1;HSPD1;HSPD1;HSPD1;IBA57;IBA57;MDH2;MTTP;NDUFA4;DPM3;PRNP;ALG13;RTN2;RTN2;SDHA;SDHA;SDHA;SDHB;SDHD;OPA3;CNKSR2;NUBPL;SLC16A2;SLC16A2;C9orf72;SOD1;SPG7;SPG7;SPG7;SLC19A3;TARDBP;TARDBP;TH;TSPAN7;SLC39A14;SLC39A14;UCHL1;TWNK;ZNF711;CHCHD10;CHCHD10;UPF3B	Babinski Sign	90	376	54.035928143712574	1.665558510638298	2.413635101067887
HP:0001272	0.004271287489462538	3.239071587860517e-05	ACO2;TBC1D24;PLA2G6;PLA2G6;PLA2G6;GBA2;GBA2;ATP2B3;KIF1A;KIF1A;KIF1A;BCS1L;FCSK;SLC5A6;SCARB2;PRUNE1;ERCC8;CLCN7;CIZ1;TXN2;COX4I1;CRAT;CTBP1;FBXL4;C19orf12;EXOSC3;TMX2;SEPSECS;BCAP31;BCAP31;CLN8;CLN8;CLN8;STUB1;STUB1;STUB1;TRAPPC4;SEMA6B;COQ5;MTHFS;LIPT1;PTRH2;AP4B1;GON7;NADK2;CPLX1;GJB1;AFG3L2;AFG3L2;AFG3L2;CKAP2L;POLG2;POLG2;POLG2;HTT;HTT;MICOS13;TMEM240;IBA57;BCL11A;MDH2;MVK;NDUFA1;NDUFA8;NDUFA9;MRM2;EXOSC9;PRNP;PRNP;BCAS3;PIGG;PRRT2;NARS2;SDHA;FOXRED1;VPS50;OPA3;SOD1;VPS11;VPS11;SPG7;SPG7;SPTAN1;TAF1;EXOSC2;TK2;SLC39A14;SLC39A14;TRPC3;PLD3;UCHL1;VLDLR;TWNK;TWNK;COQ8A;COQ8A;COQ9;ALDH5A1;AIMP2;EBF3	Cerebellar Atrophy	100	429	61.65269461077844	1.621989121989122	2.369441196335936
HP:0002134	0.004651368282309749	3.579172649485588e-05	AUH;SUCLA2;AP1S2;AIFM1;CPT2;HSD17B10;PRNP;SLC19A3;TK2;PDHX	Abnormality Of The Basal Ganglia	10	16	2.2994011976047903	4.348958333333334	2.3324192729067117
HP:0000712	0.004773543827793707	3.726419849956055e-05	PLA2G6;PLA2G6;MTFMT;BCS1L;AIP;VAPB;CLCNKA;MATR3;DDC;C19orf12;PDE11A;PDE11A;ECHS1;NDUFA13;TACO1;LIPT1;SRPX2;GNAS;GNAS;SLC6A19;SLC6A19;NDUFA2;NDUFA4;NDUFA9;NDUFA10;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFV2;NF2;PDHA1;NDUFAF5;PRNP;PRNP;PRNP;NDUFS7;SDHA;FOXRED1;SMARCB1;C9orf72;SOD1;NDUFA12;SURF1;SLC19A3;TARDBP;TARDBP;TWNK;CHCHD10	Emotional Lability	49	175	25.149700598802394	1.9483333333333335	2.3211590856513817
HP:0001337	0.004801786642552666	3.802016857602758e-05	ADAR;ADAR;TBC1D24;PLA2G6;PLA2G6;MTFMT;ASAH1;ASAH1;UROC1;DPM1;SGCE;CACNA1S;AIFM1;AIFM1;ERCC8;ERCC8;AP2M1;AP2M1;CLCN7;HS6ST1;CLTC;CRAT;PARS2;C19orf12;MFN2;DLST;NR1H4;TSFM;AASS;AASS;BSCL2;BSCL2;ERCC6;ERCC6;STUB1;STUB1;TCIRG1;FGFR1;FH;PIBF1;ATG7;COQ5;DNAJC30;GCDH;PDE10A;PDE10A;GJB1;GJB1;GPT2;HTRA2;HTRA2;HTRA2;ADAMTS13;GRIN2D;HTT;TMEM240;MDH2;MEN1;NEU1;PRDX1;PCBD1;PCBD1;PRKAR1B;PRNP;PRNP;AHI1;AHI1;CEP120;CEP120;PTS;TCTN1;RET;RET;MRPL12;SDHA;SDHB;SDHB;SDHC;SDHD;SDHD;OPA3;CNKSR2;SLC1A2;SLC6A1;SLC6A1;SLC6A3;SLC18A2;SLC18A2;C9orf72;SPR;SPR;PMPCA;PMPCA;TAF1;TAF1;TAF1;TAT;TH;SLC39A14;SLC39A14;TPI1;AMACR;AMACR;UCHL1;YWHAG;CHCHD10;CHCHD10;COQ8A;COQ8A	Tremor	109	478	68.6946107784431	1.5867329149232916	2.3185971408263875
HP:0025356	0.006275911980751254	5.039206675745403e-05	ABAT;TBC1D24;AUH;BTD;AIFM1;COX7B;DDX11;TINF2;DLAT;AASS;BSCL2;FGFR1;FGFR1;NFU1;HSD17B10;HSD17B10;GTF2H5;LAMB1;LAMB2;MVK;NEU1;PC;PDHA1;ALG6;PTS;MRPL12;RPIA;MCCC2;SLC19A3;VLDLR;TWNK;MCCC1;ALDH5A1	Psychomotor Retardation	33	104	14.946107784431137	2.2079326923076925	2.202323155993656
HP:0001347	0.007043667283584892	5.73422227837289e-05	ABAT;ACOX1;ADAR;MYORG;PLA2G6;PLA2G6;PLA2G6;PLA2G6;PEX3;PEX3;GBA2;MTFMT;ASNS;MRPS34;ATP5MC3;KIF1A;KIF1A;KIF1A;AUH;PEX11B;BCS1L;BRCA1;AP1S2;C4A;AIFM1;ERCC8;ERCC8;CRAT;PARS2;CSF1R;CSF1R;PRPF31;PUS3;MATR3;MATR3;DDC;DGUOK;C19orf12;C19orf12;MFN2;DLAT;EXOSC3;ECHS1;TMX2;NDUFA13;BSCL2;BSCL2;BSCL2;BSCL2;TACO1;GLRX5;GLRX5;ERCC6;ERCC6;STUB1;STUB1;SIGMAR1;EYA1;REEP2;SEMA6B;DNAJC30;ERLIN1;LIPT1;UQCRQ;AP4B1;AP4B1;GAMT;GARS1;GARS1;GCSH;SRPX2;GPT2;GPT2;GPT2;HTRA2;ATP5MK;HTT;HTT;CHP1;MICOS13;HRAS;HSPD1;HSPD1;IDH3B;GFM1;IBA57;RP1L1;SLC6A19;SLC6A19;NDUFAF4;NDUFA2;NDUFA4;NDUFA9;NDUFA10;NDUFS2;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFS8;NDUFV2;NEU1;CHMP1A;PDHA1;PEX6;PEX12;EXOSC9;NDUFAF5;PRNP;NDUFS7;NDUFS7;AHI1;BCAS3;PTS;NARS2;RPGR;RTN2;FDX2;SDHA;SDHA;SDHB;FOXRED1;OPA3;NUBPL;SLC16A2;SLC18A2;C9orf72;SNRNP200;SOD1;SPG7;SPR;KIZ;SPTAN1;SLC46A1;MCCC2;NDUFA12;PMPCA;KLHL7;SURF1;SLC19A3;SLC19A3;UCHL1;VLDLR;VLDLR;PRPF6;MCCC1;PRDM8;PRDM8;COQ8A;COQ9;ISCA1;SASS6	Hyperreflexia	152	716	102.89820359281437	1.4771880819366854	2.152201166662145
HP:0002093	0.007771396687359669	6.413330599583088e-05	ACOX1;AGTR1;PEX3;ASAH1;ASAH1;ASNS;PEX11B;FCSK;AIFM1;PLAA;PLAA;CLCN6;BAG3;CPT2;C19orf12;DMD;DMD;MAMLD1;EXOSC3;TSFM;NDUFAF1;COQ4;TIMMDC1;FGFR1;GARS1;LIPT2;HADHA;HADHB;POLG2;HRAS;NDUFA11;INPPL1;LIG4;NDUFAF4;NDUFA1;NDUFA6;NDUFA6;NDUFA9;NDUFA10;NDUFB3;NDUFB9;NDUFB10;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFS8;NDUFS8;NDUFV2;NUP88;OCRL;SLC26A4;PEX6;PEX12;PHYH;GMPPB;GMPPB;NDUFB11;EXOSC9;NDUFAF5;NDUFS7;NDUFS7;CEP120;CEP120;REN;SCN4A;FOXRED1;FOXRED1;NUBPL;MCCC2;STIM1;VMA21;SLC19A3;UBA1;UBA1;TWNK;TWNK;ZNF148;MCCC1;COQ9	Respiratory Insufficiency	81	337	48.431137724550894	1.6724777448071217	2.109500922112495
HP:0001266	0.007835016397624654	6.553208763486662e-05	ADAR;MRPS34;SUCLG1;AP1S2;PNKD;COX20;DDC;FBXL4;DLAT;NDUFA13;SEPSECS;ERCC6;ATG7;GON7;NADK2;NADK2;GCDH;GNAS;HSD17B10;HSD17B10;MICOS13;HSPD1;NDUFA1;NDUFA9;PDHA1;NDUFAF5;PTS;PTS;PRRT2;PRRT2;PRRT2;OPA3;SLC16A2;SPR;SUOX;SYT1;SYT1	Choreoathetosis	37	123	17.676646706586826	2.0931571815718155	2.1059600902751034
HP:0003535	0.008127582431780467	6.888549847388374e-05	DNAJC19;ATP5F1D;ATP5F1E;AUH;AUH;SUCLG1;HTRA2;MICOS13;MICOS13;SDHA;OPA3;OPA3	3-methylglutaconic Aciduria	12	23	3.305389221556886	3.630434782608696	2.0900386170965732
HP:0011979	0.008022029413185916	6.888549847388374e-05	DLST;FH;MDH2;RET;RET;RET;SDHA;SDHB;SDHB;SDHC;SDHD;SDHD	Elevated Urinary Dopamine	12	23	3.305389221556886	3.630434782608696	2.0957157499882637
HP:0002161	0.012454432238170807	0.000108335643423366	AASS;AASS;AASS;NADK2;NADK2	Hyperlysinemia	5	5	0.718562874251497	6.958333333333333	1.9046760659154884
HP:0000543	0.013581988099263686	0.00011965842085890835	AIFM1;ERCC8;CLCN7;COX7B;PARS2;PRPF31;MFN2;MFN2;NDUFAF1;CLN8;ERCC6;TIMMDC1;GFM2;AFG3L2;RTN4IP1;IDH3B;NDUFA11;KCNJ13;RP1L1;NDUFAF4;MVK;MVK;NDUFA1;NDUFA6;NDUFB3;NDUFB9;NDUFB10;NDUFC2;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFV2;NDUFB11;NDUFAF5;NDUFS7;SDHD;FOXRED1;OPA3;NUBPL;SNRNP200;SPG7;TPI1	Optic Disc Pallor	43	154	22.131736526946106	1.9429112554112555	1.8670366544042738
HP:0003752	0.013438175536711939	0.0001198900460507366	CACNA1S;CACNA1S;CACNA1S;SCN4A;SCN4A;SCN4A;SCN4A;SCN4A	Episodic Flaccid Weakness	8	12	1.7245508982035926	4.638888888888889	1.8716596902199811
HP:0003394	0.013846319127657955	0.00012507548225050677	ACADM;ACADVL;AMPD3;ATP1A1;STX16;CACNA1S;VAPB;VAPB;CPT2;MATR3;DGUOK;MFN2;DLD;DMD;GFM2;GNAS;GNAS;GNAS;HTRA2;HADHA;HADHA;HADHB;HADHB;POLG2;HINT1;KCNJ1;LDHA;FLVCR1;PHKA2;GMPPB;GMPPB;PIGG;RTN2;FDX2;SCN4A;SCN4A;OPA3;C9orf72;SOD1;SOD1;STIM1;STIM1;TARDBP;ISCU;UCHL1;TWNK;CHCHD10;CHCHD10	Muscle Spasm	48	178	25.58083832335329	1.8764044943820226	1.8586656630623193
HP:0002331	0.013978655056880408	0.0001293886884934843	DLST;FH;MDH2;RET;RET;SDHA;SDHB;SDHB;SDHB;SDHC;SDHC;SDHD;SDHD;SDHD	Recurrent Paroxysmal Headache	14	31	4.455089820359281	3.14247311827957	1.8545346118145
HP:0001095	0.014149126460013095	0.0001293886884934843	DLST;FH;MDH2;RET;RET;RET;SDHA;SDHB;SDHB;SDHB;SDHC;SDHD;SDHD;SDHD	Hypertensive Retinopathy	14	31	4.455089820359281	3.14247311827957	1.8492703718221428
HP:0010532	0.014245189353784033	0.0001334443967567591	DLST;FH;MDH2;RET;RET;SDHA;SDHB;SDHB;SDHC;SDHD;SDHD	Paroxysmal Vertigo	11	21	3.0179640718562872	3.64484126984127	1.8463317735387919
HP:0001638	0.01458109922660417	0.0001382171779035747	ACADS;ACADS;AGL;AHCY;AHCY;PEX3;PEX11B;AIP;CDKN1C;ERCC8;COX10;CPT2;CPT2;PARS2;CRYAB;DCAF8;DLD;DMD;DMD;DMD;GNE;ERCC6;GPC4;GPC4;GBE1;GTPBP3;GYS1;HADHA;HADHA;HADHB;HNRNPA2B1;GTF2H5;IDH2;IDS;IDS;IGF2;NDUFB10;NEU1;PEX6;PEX12;PHKA2;PHYH;PHYH;GMPPB;GMPPB;GMPPB;PLN;SCN5A;SDHA;NAXD;TK2;TWNK	Cardiomyopathy	52	198	28.45508982035928	1.8274410774410774	1.8362097345877526
HP:0002668	0.014570957169475868	0.00014137094610732693	DLST;SDHA;SDHB;SDHB;SDHC;SDHC;SDHD;SDHD;SDHD	Paraganglioma	9	15	2.155688622754491	4.175	1.836511918390077
HP:0001992	0.014740386904004657	0.00014137094610732693	BTD;BTD;MPC1;NADK2;HLCS;HLCS;MCCC2;MCCC2;MCCC1	Organic Aciduria	9	15	2.155688622754491	4.175	1.8314911170150263
HP:0010729	0.014607627028886967	0.00014335576876793276	ASAH1;ASAH1;NEU1;NEU1;NEU1;NEU1;CTSA;CTSA;SMPD1;SMPD1	Cherry Red Spot Of The Macula	10	18	2.586826347305389	3.865740740740741	1.8354203283478485
HP:0001260	0.01552082069383111	0.00015404851586383057	ADAR;MYORG;TBC1D24;TBC1D24;TBC1D24;PLA2G6;PLA2G6;PLA2G6;PLA2G6;GBA2;MTFMT;RFXANK;ATP2B3;AUH;UROC1;CAPN1;CAPN1;SCARB2;SCARB2;VAPB;ERCC8;HS6ST1;ACBD5;PNKD;CSF1R;CSF1R;ZNF592;COX20;PUS3;MATR3;MATR3;C19orf12;C19orf12;C19orf12;DLAT;DNAJB6;ECHS1;NDUFA13;TACO1;TACO1;GLRX5;STUB1;STUB1;STUB1;WAC;FGFR1;ATG7;DNAJC30;COA8;GFM2;GFM2;ERLIN1;ERLIN1;LIPT1;AP4B1;CPLX1;GCDH;PDE10A;PDE10A;GJB1;GJB1;SRPX2;AFG3L2;AFG3L2;AFG3L2;GPT2;GPT2;MSH6;HSD17B10;HSD17B10;POLG2;MICOS13;GTF2H5;TMEM240;TMEM240;MTTP;MVK;NDUFA2;NDUFA4;NDUFA9;NDUFA9;NDUFA10;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFS8;NDUFV2;NF2;PDHA1;PMS2;NDUFAF5;NDUFAF5;MAP2K1;MAP2K2;PRNP;PRNP;PRNP;PRNP;PRNP;NDUFS7;NDUFS7;EMC10;PRRT2;NARS2;RPS20;SCN5A;SDHA;FOXRED1;OPA3;OPA3;NUBPL;RPIA;SLC16A2;SLC18A2;SLC18A2;COASY;COASY;C9orf72;C9orf72;VPS11;SPG7;SPG7;SPR;NDUFA12;PMPCA;PMPCA;SURF1;SLC19A3;SLC19A3;SLC19A3;TARDBP;TARDBP;THPO;TK2;TK2;AMACR;PLD3;VLDLR;TWNK;TWNK;TWNK;TWNK;CHCHD10;CHCHD10;PRDM8;PRDM8;EBF3	Dysarthria	148	707	101.60479041916167	1.4566242338519566	1.8090853182982725
HP:0003528	0.019280140354776112	0.00019351094367456786	DLST;FH;GNAS;MDH2;MEN1;RET;RET;RET;SDHA;SDHB;SDHC;SDHD	Elevated Calcitonin	12	25	3.592814371257485	3.3400000000000003	1.714889808862498
HP:0000737	0.019595351838611687	0.000198859932788409	ACOX1;ADAR;ALPL;ARHGDIA;ASAH1;STX16;ATP5F1A;AVPR2;AVPR2;SUCLA2;C4A;AIFM1;DDC;SEPSECS;CLN8;GLRX5;STUB1;FBP1;FBP1;FDFT1;FGFR1;FGFR1;GCSH;GNAS;GNAS;GNAS;MSH6;HBB;HBB;HTT;HTT;HLCS;HLCS;IBA57;NDUFAF4;NPHS1;OTC;PCBD1;ENPP1;PMS2;PRNP;PRNP;NHLRC2;PTS;PRRT2;RPS20;SDHA;SDHB;SDHB;SDHD;VPS50;SIX3;SIX3;SIX3;SIX3;SLC1A2;SLC6A3;SLC16A2;NAXD;SMARCB1;SMPD1;C9orf72;SLC46A1;NUP205;TCN2;SLC19A3;SLC19A3;TH;TK2;DAAM2;SLC39A14	Irritability	71	296	42.538922155688624	1.6690596846846846	1.7078469342682578
HP:0008586	0.020755256258849712	0.0002129456424460994	DDX11;EYA1;EYA1;EYA1;SLC26A4;SIX1;SIX1	Hypoplasia Of The Cochlea	7	10	1.437125748502994	4.870833333333334	1.6828719001502017
HP:0000998	0.02402219873117508	0.0002491429108954257	MTFMT;ECHS1;NDUFA13;BSCL2;TACO1;GPC4;LIPT1;CKAP2L;IDS;NDUFA2;NDUFA4;NDUFA9;NDUFA10;NDUFS2;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFV2;CHMP1A;PDHA1;NDUFAF5;NDUFS7;SDHA;FOXRED1;SMARCB1;SMARCB1;NDUFA12;NDUFA12;SURF1;SURF1;SLC19A3;ABCA5	Hypertrichosis	33	112	16.095808383233532	2.0502232142857144	1.619387244513681
HP:0003390	0.024924736344843886	0.000261283061939927	ACOX1;CAPN1;AIFM1;AIFM1;AIFM1;COX20;DGUOK;MFN2;HINT1;HINT1;HNRNPA2B1;TK2;PLD3;TWNK;TWNK;TWNK;TWNK	Sensory Axonal Neuropathy	17	44	6.323353293413174	2.6884469696969697	1.6033694269816041
HP:0000365	0.02508725514232299	0.00026578445840534003	MKKS;TBC1D24;PLA2G6;GPRASP2;GBA2;GBA2;MTFMT;BBS4;TNFRSF11A;TNFRSF11A;SUCLG1;BCS1L;BCS1L;BRCA1;AP1S2;USF3;AIFM1;AIFM1;AIFM1;CDC6;ERCC8;ERCC8;AP1S1;CLCN7;CLCN7;COL4A6;COX7B;COX7B;CTBP1;CEP57;CEP57;DDX11;TINF2;TINF2;MFN2;MFN2;TBX22;DVL1;DVL1;ECHS1;ECHS1;EDN1;NDUFA13;NDUFA13;BCAP31;TACO1;EYA4;ERCC6;ERCC6;STUB1;TCIRG1;TCIRG1;TCIRG1;EYA1;WAC;WAC;WAC;GPC4;FGFR1;LIPT1;EBP;AGO2;GALNS;CPLX1;GJB1;SRPX2;GNAS;GNAS;HSD17B10;POLG2;ELAC2;GTF2H5;HSPD1;IDS;KCNJ11;KCNJ11;KCNJ13;LAMB1;LIG4;SMAD4;SMAD4;MEOX1;NDUFAF4;NDUFA2;NDUFA4;NDUFA9;NDUFA9;NDUFA10;NDUFS2;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFV2;NEU1;NEU1;NF2;OAT;ORC1;ORC1;ORC4;PAX3;PAX7;PDHA1;PEX6;NDUFB11;NDUFB11;NDUFAF5;CCDC28B;CTSA;CTSA;PPP1CB;NDUFS7;PSMC3;PIGG;PTCD3;PRRT2;TBL1XR1;TBL1XR1;NARS2;QRSL1;RPS26;SALL1;NOP10;SDHA;SDHB;SDHB;SDHC;SDHC;SDHD;SDHD;FOXRED1;CEP290;CEP290;OPA3;SIX1;TRIM32;NAXD;SMARCB1;SMARCB1;OGDHL;VPS11;SPG7;NDUFA12;SURF1;SURF1;TAF1;TAF1;TBX15;SIN3B;SLC19A3;GZF1;TK2;TK2;ORC6;PORCN;TWNK;TWNK;TWNK;COQ8A	Hearing Impairment	160	782	112.38323353293413	1.423699914748508	1.6005468533029406
HP:0000803	0.02500856831527504	0.0002677397745362333	CDKN1C;MPDU1;ETFA;ETFB;ETFDH;LIPT2;IGF2;CEP290	Renal Cortical Cysts	8	13	1.868263473053892	4.282051282051283	1.6019111699477497
HP:0011703	0.028400660484034876	0.00030722248990201664	BANF1;DLST;FH;MDH2;RET;RET;SDHA;SDHB;SDHB;SDHC;SDHD;SDHD	Sinus Tachycardia	12	26	3.736526946107784	3.2115384615384617	1.5466715599094312
HP:0002574	0.031629792039516456	0.0003456807873171197	CPT2;DLST;GNE;FH;TXNRD2;MDH2;RET;RET;SDHA;SDHB;SDHB;SDHC;SDHD;SDHD;SDHD;NNT	Episodic Abdominal Pain	16	41	5.892215568862275	2.715447154471545	1.4999036634869758
HP:0011458	0.03250001828726536	0.0003624402619300252	STX16;GNAS;GNAS;GNAS;MEN1;PRNP	Abdominal Symptom	6	8	1.1497005988023952	5.21875	1.4881163946501657
HP:0003472	0.03282830130026804	0.0003624402619300252	STX16;GNAS;GNAS;GNAS;GNAS;GNAS	Hypocalcemic Tetany	6	8	1.1497005988023952	5.21875	1.4837515892477156
HP:0001293	0.03309896274130841	0.0003728108884657243	DLST;FH;HNRNPA2B1;MDH2;MEN1;RET;RET;SDHA;SDHB;SDHB;SDHC;SDHD;SDHD	Cranial Nerve Compression	13	30	4.311377245508982	3.0152777777777775	1.4801856159760793
HP:0001410	0.03849131675923357	0.00043784033784340624	ACADM;ADK;BCS1L;PARS2;DLD;COA8;LIPT1;MRPS23;HBB;MICOS13;MPI;NDUFS2;PEX6;TRMT10C;QRSL1;COG2;SRSF2;SURF1;SURF1;TALDO1;UQCRC2	Decreased Liver Function	21	62	8.910179640718562	2.3568548387096775	1.4146372317610196
HP:0001325	0.03866349660524441	0.00044411064462363935	AKT2;ETFA;ETFB;ETFDH;TXNRD2;GLUD1;HADH;KCNJ11;NNT;NNT	Hypoglycemic Coma	10	20	2.874251497005988	3.4791666666666665	1.4126988723019243
