	fdr_q_value	p_value	genes	description	observed	total	expected	enrichment	log_q
GO:0000502	2.7823831095073605e-05	4.1006737967630317e-07	PSMA7;HSPB1;PSMA1;PSMA3;PSMB4;PSMB6;PSMD8;PSMD4;PSMA6;PSMC5;PSMD13	Proteasome Complex	11	53	1.5214483770999836	7.2299528301886795	4.555583071723628
GO:0014069	6.636786610378664e-05	1.0143560321539444e-06	CRYAB;PRNP;ATP1A1;RPS3;MT3;RPL12;RPS19;CAPZB;RPL14;RPS18;RPS13;RPS25;RPL30;RPL10A;RPL8;RPL38;ARF1;RPL6;SYNPO;NRGN;RTN3;GAP43;ADD1	Postsynaptic Density	23	239	6.8608709835263415	3.352344047166223	4.178042145809046
GO:0005856	7.390335504733028e-05	1.1698675198540276e-06	PDLIM1;ARL6IP5;HSPB1;S100A8;S100A9;TUBB;VIM;TPM1;ALDOC;CLU;MYL2;STOM;PFN2;ACTN2;CAPZB;CSRP3;ARHGDIA;SMTN;ACTB;SNAP25;ACTG1;TMSB10;TUBB4B;SNTA1;FLNC;BRK1;PINK1;PPP1R12C;ADD1;RHOB;TAGLN2;TAGLN;RHOA	Cytoskeleton	33	434	12.458652748328168	2.6487615207373274	4.131335845157712
GO:0062023	8.69977591873504e-05	1.4246357945526813e-06	CCN1;A2M;COL3A1;APOE;SLPI;S100A8;SERPING1;S100A9;CTSD;PRSS1;DCN;PSAP;HSP90AA1;ANXA6;ANXA5;LGALS1;SPARC;CLU;COL6A2;PKM;HSP90B1;LGALS3;TGM2;CALR;TIMP3;MFAP4;LAMB2;SPARCL1;IGFBP7;HTRA1	Collagen-containing Extracellular Matrix	30	377	10.822378078616865	2.7720340004822766	4.060491933417032
GO:0005634	8.812927147077583e-05	1.491270423359198e-06	NACA;HSPB6;PSMA7;NUPR1;EDF1;PTP4A3;CS;BANF1;EIF3G;BRI3;LDHA;SOD1;FOS;CRYAB;APOE;MBP;FTH1;MT2A;ALDOA;CD74;GAPDH;HSPB1;S100A8;GSN;PTMA;S100A9;ENO1;TUBB;HSP90AA1;HSP90AB1;RPSA;GSTP1;H2AZ1;UBB;UBC;CALM1;CALM2;CALM3;CLU;HSPA8;PDHB;CKB;EEF2;TPT1;PKM;HSP90B1;HNRNPL;GLUL;YBX3;GOT1;PRKACA;DES;DDX5;LGALS3;RPL17;ATF4;NCL;POLR2E;BTF3;CSRP1;VDAC1;TGM2;NME2;HNRNPA2B1;RPS3;EEF1B2;DNAJB2;PSMA1;PSMA3;RPL13;EEF1G;ZFP36;CALR;PSMB4;PSMB6;DUSP1;PRDX6;PRDX5;PPP2R1A;DNAJA1;S100A11;RPL22;ADD1;TIMP3;FUS;MAP2K2;DLST;GPX4;SRP14;RPL3;MDH2;EIF1;VDAC2;RPL5;RPS9;PSMD8;CSNK1D;ARHGDIA;PTTG1IP;TPI1;ACTB;EIF4A1;PSMA6;RPL27;RPL37A;RHOA;SUMO2;HNRNPK;RPS7;PPP1CB;PSMC5;RPS8;YWHAE;RPS18;RPS13;RPL7A;CNBP;RHOB;RPL23A;RPS6;RAN;RPS15;RPS24;RPS25;RPL30;RPL10A;PPIA;RPS27A;YWHAZ;RACK1;ACTG1;CSNK2B;EEF1A1;TUBB4B;MT1X;SERF2;FKBP3;HNRNPU;SET;RPL6;SLC25A11;EEF1A2;APLP2;PRDX1;RPL18;MCL1;SRSF1;TLE5;IK;ASAH1;DGKZ;DDX39B;CIRBP;SEPTIN2;ANKRD1;TAF7;USF2;PKN1;CPLX2;TUBA1A;COPS6;DCXR;PABPN1;SIRT2;NRGN;WBP2;PBXIP1;PFDN5;MCRIP2;SF3B5;PINK1;ISCU;AURKAIP1;CALCOCO1;EIF3K;HSPB7;PFDN2;HSPB8;PRPF19;VPS4A;STUB1;PSMD13;RTRAF;VDAC3;POLDIP2;SBDS;CIAO2B;STRAP;CSDC2;EID1;CHCHD2;EPN1;HMGN3;PTMS;DRAP1;SYNPO;EWSR1;CSRP3;PSMD4;NFE2L1;FLII;PKIG;LENG8;FABP3;MT3;UBL5;ID1;OAZ1;HSPH1;PRNP;YBX1	Nucleus	211	5333	153.09215462404174	1.3782548199035167	4.054879820000764
GO:0005576	0.000107164027681261	1.8718607455242097e-06	CCN1;HSPB6;ENTPD6;CA11;SOD1;CFD;A2M;CST3;POMC;COL3A1;APOE;FTH1;SLPI;ALDOA;AMY2A;APP;APOD;S100A8;SERPING1;GSN;S100A9;CTSD;TUBB;PRSS1;DCN;PSAP;HSP90AA1;CELA2A;HSP90AB1;ANXA5;GSTP1;LGALS1;SPARC;C1S;ALDOC;CALM1;SRGN;C7;CLU;HSPA8;PYGB;COL6A2;EEF2;PKM;HSP90B1;CTRB1;LGALS3;CEL;PTN;GPX3;NME2;IGFBP4;CALR;PRDX6;S100A11;PRSS3;ACTN2;TIMP3;MAP2K2;SRP14;TAGLN2;PTGDS;CPA2;MFAP4;LAMB2;B2M;PPIA;YBX1;CSNK2B;EEF1A1;TUBB4B;HBB;ASAH1;SPARCL1;IGFBP7;EMC10;CTRB2;FDCSP;HSPH1;HTRA1;CTRC;PRXL2A;NDFIP1;PSMD13;ITM2B;TRAPPC1;PAM	Extracellular Region	87	1750	50.23650301745229	1.7318084415584416	3.969950972118001
GO:0030016	0.00011757064924988138	2.1178119133439333e-06	MYL2;MYH7;MYH6;PSMA6;ACTG1;MYL12B;MYL9;MYL7	Myofibril	8	30	0.8611971945848964	9.289393939393939	3.9297010835300368
GO:1903561	0.00031551851052408084	5.855692880905431e-06	APOE;GNAI2;ATP1A1;COL6A2;PKM;RAB3A;PCMT1;ATP1A2;GNB1;TUBB4B	Extracellular Vesicle	10	56	1.6075680965584733	6.220576298701299	3.5009751569185843
GO:0001725	0.00033214746536145123	6.345612056577944e-06	PDLIM1;TPM1;MYH7;MYH6;MYL12A;ACTA2;SYNPO;PDLIM7;ILK;MYL9;MYL12B	Stress Fiber	11	69	1.9807535475452618	5.553442028985507	3.4786690573387506
GO:0005839	0.0007232996663145563	1.4213312220155038e-05	PSMA7;PSMA1;PSMA3;PSMB4;PSMB6;PSMA6	Proteasome Core Complex	6	19	0.5454248899037677	11.000598086124402	3.1406817352592786
GO:0016281	0.0008062399073165704	1.6283229569166543e-05	EIF4B;EIF4A1;EIF4G2;EIF4A2;EIF4H	Eukaryotic Translation Initiation Factor 4f Complex	5	12	0.3444788778339586	14.51467803030303	3.0935357089137683
GO:0043209	0.0009224833204809817	1.9134479354954863e-05	MBP;CALM1;CALM2;CALM3;GLUL;SIRT2;HSP90AA1	Myelin Sheath	7	29	0.8324906214320665	8.408503134796238	3.0350414776226238
GO:0042645	0.001212792138090602	2.5818173245378535e-05	VDAC1;HSPA9;HADHA;VDAC2;TUFM;ACADVL;HADHB;POLDIP2	Mitochondrial Nucleoid	8	41	1.1769694992660251	6.7971175166297115	2.9162136270112757
GO:1990584	0.0012502959547338326	2.729903831296578e-05	TNNI3;TNNT2;TNNC1	Cardiac Troponin Complex	3	3	0.08611971945848965	34.83522727272727	2.902987173956428
GO:1904724	0.0013691234176369906	3.064086251261824e-05	CST3;FTH1;ALDOA;CTSD;ALDOC;PRSS3;B2M;HBB;ASAH1	Tertiary Granule Lumen	9	54	1.5501549502528136	5.805871212121212	2.8635574012576734
GO:0044297	0.0019503102629594116	4.4712353190117514e-05	GNAI2;TUBB;GFAP;CCT4;ACTA2;RPS6;ACTG2;ACTC1;CCT7;PINK1	Cell Body	10	70	2.0094601206980918	4.976461038961038	2.709896293882239
