Genes	MitoPathways_Hierarchy
 ETFBKMT	Metabolism
 ETFDH	Metabolism
 ETFRF1	Metabolism
 ETHE1	Metabolism
 FABP1	Metabolism
 FAHD1	Metabolism
 FAM210B	Metabolism
 FASN	Metabolism
 FDPS	Metabolism
 FDX1	Metabolism
 FDX2	Metabolism
 FDXR	Metabolism
 FECH	Metabolism
 FH	Metabolism
 FHIT	Metabolism
 FLAD1	Metabolism
 FPGS	Metabolism
 FTH1	Metabolism
 FTMT	Metabolism
 FXN	Metabolism
 GATM	Metabolism
 GCAT	Metabolism
 GCDH	Metabolism
 GCSH	Metabolism
 GLDC	Metabolism
 GLRX2	Metabolism
 GLRX5	Metabolism
 GLS	Metabolism
 GLS2	Metabolism
 GLUD1	Metabolism
 GLUD2	Metabolism
 GLYAT	Metabolism
 GLYCTK	Metabolism
 GOT2	Metabolism
 GPAM	Metabolism
 GPAT2	Metabolism
 GPD2	Metabolism
 GPT2	Metabolism
 GPX1	Metabolism
 GPX4	Metabolism
 GRHPR	Metabolism
 GRPEL1	Metabolism
 GRPEL2	Metabolism
 GSR	Metabolism
 GSTK1	Metabolism
 GSTZ1	Metabolism
 GTPBP3	Metabolism
 GUK1	Metabolism
 HADH	Metabolism
 HADHA	Metabolism
 HADHB	Metabolism
 HAGH	Metabolism
 HAO2	Metabolism
 HCCS	Metabolism
 HIBADH	Metabolism
 HIBCH	Metabolism
 HINT1	Metabolism
 HINT2	Metabolism
 HMGCL	Metabolism
 HMGCS2	Metabolism
 HOGA1	Metabolism
 HSCB	Metabolism
 HSD17B10	Metabolism
 HSD17B4	Metabolism
 HSD17B8	Metabolism
 HSPA9	Metabolism
 HTD2	Metabolism
 IBA57	Metabolism
 IDH2	Metabolism
 IDH3A	Metabolism
 IDH3B	Metabolism
 IDH3G	Metabolism
 IDI1	Metabolism
 ISCA1	Metabolism
 ISCA2	Metabolism
 ISCU	Metabolism
 IVD	Metabolism
 KMO	Metabolism
 KYAT3	Metabolism
 L2HGDH	Metabolism
 LACTB	Metabolism
 LDHAL6B	Metabolism
 LDHB	Metabolism
 LDHD	Metabolism
 LIAS	Metabolism
 LIPT1	Metabolism
 LIPT2	Metabolism
 LYPLA1	Metabolism
 LYPLAL1	Metabolism
 LYRM4	Metabolism
 MAOA	Metabolism
 MAOB	Metabolism
 MCAT	Metabolism
 MCCC1	Metabolism
 MCCC2	Metabolism
 MCEE	Metabolism
 MDH2	Metabolism
 ME2	Metabolism
 ME3	Metabolism
 MECR	Metabolism
 MGST1	Metabolism
 MGST3	Metabolism
 MLYCD	Metabolism
 MMAA	Metabolism
 MMAB	Metabolism
 MMADHC	Metabolism
 MMUT	Metabolism
 MOCS1	Metabolism
 MPC1	Metabolism
 MPC1L	Metabolism
 MPC2	Metabolism
 MPST	Metabolism
 MRPS36	Metabolism
 MSRA	Metabolism
 MSRB2	Metabolism
 MSRB3	Metabolism
 MT-CO1	Metabolism
 MT-CYB	Metabolism
 MTARC1	Metabolism
 MTARC2	Metabolism
 MTFMT	Metabolism
 MTHFD1L	Metabolism
 MTHFD2	Metabolism
 MTHFD2L	Metabolism
 MTHFS	Metabolism
 MTO1	Metabolism
 NADK2	Metabolism
 NAGS	Metabolism
 NAT8L	Metabolism
 NAXD	Metabolism
 NAXE	Metabolism
 NDUFAB1	Metabolism
 NDUFS1	Metabolism
 NDUFS2	Metabolism
 NDUFS7	Metabolism
 NDUFS8	Metabolism
 NDUFV1	Metabolism
 NDUFV2	Metabolism
 NEU4	Metabolism
 NFS1	Metabolism
 NFU1	Metabolism
 NIT1	Metabolism
 NIT2	Metabolism
 NME3	Metabolism
 NME4	Metabolism
 NME6	Metabolism
 NMNAT3	Metabolism
 NNT	Metabolism
 NOCT	Metabolism
 NT5DC2	Metabolism
 NT5M	Metabolism
 NTHL1	Metabolism
 NUBPL	Metabolism
 NUDT13	Metabolism
 NUDT19	Metabolism
 NUDT2	Metabolism
 NUDT5	Metabolism
 NUDT8	Metabolism
 NUDT9	Metabolism
 OAT	Metabolism
 OGDH	Metabolism
 OGDHL	Metabolism
 OSBPL1A	Metabolism
 OTC	Metabolism
 OXCT1	Metabolism
 OXCT2	Metabolism
 OXR1	Metabolism
 OXSM	Metabolism
 PAICS	Metabolism
 PANK2	Metabolism
 PC	Metabolism
 PCBD2	Metabolism
 PCCA	Metabolism
 PCCB	Metabolism
 PCK2	Metabolism
 PDHA1	Metabolism
 PDHA2	Metabolism
 PDHB	Metabolism
 PDHX	Metabolism
 PDK1	Metabolism
 PDK2	Metabolism
 PDK3	Metabolism
 PDK4	Metabolism
 PDP1	Metabolism
 PDP2	Metabolism
 PDPR	Metabolism
 PDSS1	Metabolism
 PDSS2	Metabolism
 PGS1	Metabolism
 PHYH	Metabolism
 PISD	Metabolism
 PLD6	Metabolism
 PLPBP	Metabolism
 PLSCR3	Metabolism
 PNPLA8	Metabolism
 PNPO	Metabolism
 PPA2	Metabolism
 PPM1K	Metabolism
 PPOX	Metabolism
 PRDX2	Metabolism
 PRDX3	Metabolism
 PRDX4	Metabolism
 PRDX5	Metabolism
 PRDX6	Metabolism
 PRELID1	Metabolism
 PRELID3A	Metabolism
 PRELID3B	Metabolism
 PRODH	Metabolism
 PRODH2	Metabolism
 PRXL2A	Metabolism
 PTGES2	Metabolism
 PTPMT1	Metabolism
 PYCR1	Metabolism
 PYCR2	Metabolism
 QDPR	Metabolism
 RDH13	Metabolism
 RDH14	Metabolism
 RFK	Metabolism
 RPIA	Metabolism
 RSAD1	Metabolism
 SARDH	Metabolism
 SCO1	Metabolism
 SCO2	Metabolism
 SCP2	Metabolism
 SDHA	Metabolism
 SDHB	Metabolism
 SDHC	Metabolism
 SDHD	Metabolism
 SDSL	Metabolism
 SELENOO	Metabolism
 SERAC1	Metabolism
 SFXN1	Metabolism
 SFXN3	Metabolism
 SFXN5	Metabolism
 SHMT2	Metabolism
 SIRT3	Metabolism
 SIRT4	Metabolism
 SIRT5	Metabolism
 SLC25A1	Metabolism
 SLC25A10	Metabolism
 SLC25A11	Metabolism
 SLC25A12	Metabolism
 SLC25A13	Metabolism
 SLC25A14	Metabolism
 SLC25A15	Metabolism
 SLC25A19	Metabolism
 SLC25A20	Metabolism
 SLC25A21	Metabolism
 SLC25A23	Metabolism
 SLC25A24	Metabolism
 SLC25A25	Metabolism
 SLC25A28	Metabolism
 SLC25A29	Metabolism
 SLC25A3	Metabolism
 SLC25A30	Metabolism
 SLC25A31	Metabolism
 SLC25A32	Metabolism
 SLC25A33	Metabolism
 SLC25A36	Metabolism
 SLC25A37	Metabolism
 SLC25A38	Metabolism
 SLC25A4	Metabolism
 SLC25A41	Metabolism
 SLC25A42	Metabolism
 SLC25A44	Metabolism
 SLC25A5	Metabolism
 SLC25A51	Metabolism
 SLC25A52	Metabolism
 SLC25A6	Metabolism
 SOD1	Metabolism
 SOD2	Metabolism
 SPHK2	Metabolism
 SPR	Metabolism
 SPTLC2	Metabolism
 SQOR	Metabolism
 STAR	Metabolism
 STARD7	Metabolism
 SUCLA2	Metabolism
 SUCLG1	Metabolism
 SUCLG2	Metabolism
 SUGCT	Metabolism
 SUOX	Metabolism
 TAMM41	Metabolism
 TAZ	Metabolism
 THEM4	Metabolism
 THEM5	Metabolism
 TK2	Metabolism
 TMLHE	Metabolism
 TRIAP1	Metabolism
 TSPO	Metabolism
 TST	Metabolism
 TSTD1	Metabolism
 TXN2	Metabolism
 TXNRD1	Metabolism
 TXNRD2	Metabolism
 UQCRFS1	Metabolism
 ZADH2	Metabolism
