Genes	MitoPathways_Hierarchy
 AKR7A2	Metabolism_Detoxification_Xenobiotic_metabolism
 ALDH1B1	Metabolism_Detoxification_Xenobiotic_metabolism
 ALDH2	Metabolism_Detoxification_Xenobiotic_metabolism
 BPHL	Metabolism_Detoxification_Xenobiotic_metabolism
 CBR3	Metabolism_Detoxification_Xenobiotic_metabolism
 CYB5B	Metabolism_Detoxification_Xenobiotic_metabolism
 CYB5R3	Metabolism_Detoxification_Xenobiotic_metabolism
 DHRS2	Metabolism_Detoxification_Xenobiotic_metabolism
 EPHX2	Metabolism_Detoxification_Xenobiotic_metabolism
 GLYAT	Metabolism_Detoxification_Xenobiotic_metabolism
 GSTK1	Metabolism_Detoxification_Xenobiotic_metabolism
 GSTZ1	Metabolism_Detoxification_Xenobiotic_metabolism
 MAOA	Metabolism_Detoxification_Xenobiotic_metabolism
 MAOB	Metabolism_Detoxification_Xenobiotic_metabolism
 MGST1	Metabolism_Detoxification_Xenobiotic_metabolism
 MPST	Metabolism_Detoxification_Xenobiotic_metabolism
 MTARC1	Metabolism_Detoxification_Xenobiotic_metabolism
 MTARC2	Metabolism_Detoxification_Xenobiotic_metabolism
 TST	Metabolism_Detoxification_Xenobiotic_metabolism
AIFM2	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 ALDH3A2	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 ALDH7A1	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 ALDH9A1	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 CAT	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 GLRX2	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 GPX1	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 GPX4	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 GSR	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 HAGH	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 MGST1	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 MSRA	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 MSRB2	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 MSRB3	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 NIT1	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 OXR1	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 PRDX2	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 PRDX3	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 PRDX4	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 PRDX5	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 PRDX6	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 PRXL2A	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 SOD1	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 SOD2	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 TXN2	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 TXNRD1	Metabolism_Detoxification_ROS_and_glutathione_metabolism
 TXNRD2	Metabolism_Detoxification_ROS_and_glutathione_metabolism
CYB5B	Metabolism_Detoxification_Amidoxime_reducing_complex
 CYB5R3	Metabolism_Detoxification_Amidoxime_reducing_complex
 MTARC1	Metabolism_Detoxification_Amidoxime_reducing_complex
 MTARC2	Metabolism_Detoxification_Amidoxime_reducing_complex
GPX1	Metabolism_Detoxification_Selenoproteins
 GPX4	Metabolism_Detoxification_Selenoproteins
 SELENOO	Metabolism_Detoxification_Selenoproteins
 TXNRD1	Metabolism_Detoxification_Selenoproteins
 TXNRD2	Metabolism_Detoxification_Selenoproteins
CHDH	Metabolism_Electron_carriers
 CYB5B	Metabolism_Electron_carriers
 CYC1	Metabolism_Electron_carriers
 CYCS	Metabolism_Electron_carriers
 DHODH	Metabolism_Electron_carriers
 ETFA	Metabolism_Electron_carriers
 ETFB	Metabolism_Electron_carriers
 ETFBKMT	Metabolism_Electron_carriers
 ETFDH	Metabolism_Electron_carriers
 ETFRF1	Metabolism_Electron_carriers
 GPD2	Metabolism_Electron_carriers
 MT-CYB	Metabolism_Electron_carriers
 PRODH	Metabolism_Electron_carriers
 PRODH2	Metabolism_Electron_carriers
 SQOR	Metabolism_Electron_carriers
CYB5B	Metabolism_Electron_carriers_Cytochromes
 CYC1	Metabolism_Electron_carriers_Cytochromes
 CYCS	Metabolism_Electron_carriers_Cytochromes
 MT-CYB	Metabolism_Electron_carriers_Cytochromes
CHDH	Metabolism_Electron_carriers_Q_linked_reactions,_other
 DHODH	Metabolism_Electron_carriers_Q_linked_reactions,_other
 ETFA	Metabolism_Electron_carriers_Q_linked_reactions,_other
 ETFB	Metabolism_Electron_carriers_Q_linked_reactions,_other
 ETFBKMT	Metabolism_Electron_carriers_Q_linked_reactions,_other
 ETFDH	Metabolism_Electron_carriers_Q_linked_reactions,_other
 ETFRF1	Metabolism_Electron_carriers_Q_linked_reactions,_other
 GPD2	Metabolism_Electron_carriers_Q_linked_reactions,_other
 PRODH	Metabolism_Electron_carriers_Q_linked_reactions,_other
 PRODH2	Metabolism_Electron_carriers_Q_linked_reactions,_other
 SQOR	Metabolism_Electron_carriers_Q_linked_reactions,_other
ETHE1	Metabolism_Sulfur_metabolism
 GOT2	Metabolism_Sulfur_metabolism
 MPST	Metabolism_Sulfur_metabolism
 MSRA	Metabolism_Sulfur_metabolism
 MSRB2	Metabolism_Sulfur_metabolism
 SLC25A14	Metabolism_Sulfur_metabolism
 SLC25A30	Metabolism_Sulfur_metabolism
 SQOR	Metabolism_Sulfur_metabolism
 SUOX	Metabolism_Sulfur_metabolism
 TST	Metabolism_Sulfur_metabolism
 TSTD1	Metabolism_Sulfur_metabolism
ABCA9	Small_molecule_transport
 ABCB10	Small_molecule_transport
 ABCB6	Small_molecule_transport
 ABCB7	Small_molecule_transport
 ABCB8	Small_molecule_transport
 ABCD1	Small_molecule_transport
 ABCD2	Small_molecule_transport
 ABCD3	Small_molecule_transport
 CCDC51	Small_molecule_transport
 LETMD1	Small_molecule_transport
 MCU	Small_molecule_transport
 MCUB	Small_molecule_transport
 MICU1	Small_molecule_transport
 MICU2	Small_molecule_transport
 MICU3	Small_molecule_transport
 MPC1	Small_molecule_transport
 MPC1L	Small_molecule_transport
 MPC2	Small_molecule_transport
 MPV17	Small_molecule_transport
 MPV17L	Small_molecule_transport
 MRS2	Small_molecule_transport
 MTCH1	Small_molecule_transport
 MTCH2	Small_molecule_transport
 ROMO1	Small_molecule_transport
 SFXN1	Small_molecule_transport
 SFXN2	Small_molecule_transport
 SFXN3	Small_molecule_transport
 SFXN4	Small_molecule_transport
 SFXN5	Small_molecule_transport
 SLC25A1	Small_molecule_transport
 SLC25A10	Small_molecule_transport
 SLC25A11	Small_molecule_transport
 SLC25A12	Small_molecule_transport
 SLC25A13	Small_molecule_transport
 SLC25A14	Small_molecule_transport
 SLC25A15	Small_molecule_transport
 SLC25A16	Small_molecule_transport
 SLC25A18	Small_molecule_transport
 SLC25A19	Small_molecule_transport
 SLC25A20	Small_molecule_transport
 SLC25A21	Small_molecule_transport
 SLC25A22	Small_molecule_transport
 SLC25A23	Small_molecule_transport
 SLC25A24	Small_molecule_transport
 SLC25A25	Small_molecule_transport
 SLC25A26	Small_molecule_transport
 SLC25A27	Small_molecule_transport
 SLC25A28	Small_molecule_transport
 SLC25A29	Small_molecule_transport
 SLC25A3	Small_molecule_transport
 SLC25A30	Small_molecule_transport
 SLC25A31	Small_molecule_transport
 SLC25A32	Small_molecule_transport
 SLC25A33	Small_molecule_transport
 SLC25A34	Small_molecule_transport
 SLC25A35	Small_molecule_transport
 SLC25A36	Small_molecule_transport
 SLC25A37	Small_molecule_transport
 SLC25A38	Small_molecule_transport
 SLC25A39	Small_molecule_transport
 SLC25A4	Small_molecule_transport
 SLC25A40	Small_molecule_transport
 SLC25A41	Small_molecule_transport
 SLC25A42	Small_molecule_transport
 SLC25A43	Small_molecule_transport
 SLC25A44	Small_molecule_transport
 SLC25A45	Small_molecule_transport
 SLC25A46	Small_molecule_transport
 SLC25A47	Small_molecule_transport
 SLC25A48	Small_molecule_transport
 SLC25A5	Small_molecule_transport
 SLC25A51	Small_molecule_transport
 SLC25A52	Small_molecule_transport
 SLC25A53	Small_molecule_transport
 SLC25A6	Small_molecule_transport
 SLC30A9	Small_molecule_transport
 SLC8B1	Small_molecule_transport
 SMDT1	Small_molecule_transport
 STARD7	Small_molecule_transport
 UCP1	Small_molecule_transport
 UCP2	Small_molecule_transport
 UCP3	Small_molecule_transport
 VDAC1	Small_molecule_transport
 VDAC2	Small_molecule_transport
 VDAC3	Small_molecule_transport
